"Please link back to the original report when using this data: 
,Sri Lanka,Financial Services,,Finances,,Asian or Pacific Islander,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Being in a different timezone than teammates,,Ability to work from home,,1,I don't know,,1,Performance,,My work hours,,I'm working more,1,Easy and convenient to continue the job role,Employee,1,2-5 time zones,0,1,"501 to 1,000",100%,Yes,No,No,Yes,Yes,No,"No, thank u for the survey"
,United Kingdom,Media and Publishing,,Design,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,1,I don't know,,1,"Small team (4), video calls",,Just my location,,I'm working more,1,,Employee,0,,,0,Fewer than 10,100%,No,No,No,No,No,,
,Portugal,IT and Services,,Engineering,,White,,More than 20 years,6 months to 11 months,0,,0,,1,1,Staying motivated,,Flexibility to work from any location,,1,I don't know,,1,We already worked remote some times,,How I collaborate and communicate,,I'm working the same amount,0,.,Employee,0,,,1,"More than 1,001",26 to 50%,No,Yes,No,Yes,Yes,No,No
,Spain,IT and Services,,Engineering,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Netherlands,E-commerce,,Marketing and Advertising,,White,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Loneliness,,Not having to commute,,1,No,Unknown,1,The systems were already in place,,Just my location,,I'm working less,0,I feel more disconnected with the company I work for,Employee,0,,,0,51 to 100,76 to 99%,No,Partially,No,Yes,Yes,No,My house is too small to comfortably work from
,Nepal,Software,,Engineering,,Asian or Pacific Islander,,6 months - 11 months,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,1 to 25%,No,No,No,Yes,Yes,No,"No, thank you."
,Hungary,,Training,Marketing and Advertising,,White,,15 years - 19 years,5 years - 9 years,0,,1,1,1,1,,Multi tool management,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,Partially,Partially,Yes,Professional development,Looking forward to the report!
,Netherlands,IT and Services,,Engineering,,Multiracial or Biracial,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to spend time with family,,1,Yes,,1,"Company support with more flexible hours , money to buy table/chair/lights",,How I collaborate and communicate,,I'm working the same amount,1,,Employee,1,2-5 time zones,0,1,101 to 500,76 to 99%,No,No,No,Yes,Yes,,no
,United Kingdom,Software,,Engineering,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Not having to commute,,1,Yes,,1,Slack/zoom/engineering is easy to do ansynchronously,,How I collaborate and communicate,,I'm working the same amount,1,no,Employee,0,,,1,"More than 1,001",51 to 75%,No,No,No,Yes,Yes,No,No
,Spain,Marketing,,Marketing and Advertising,,White,,More than 20 years,5 years - 9 years,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,No
,United States,,Management consulting,Leadership,,White,,6 months - 11 months,6 months to 11 months,0,,0,,0,0,Not being able to unplug,,Ability to spend time with family,,1,I don't know,,1,"Consulting was already set up for remote work, since we used to work from client sites.",,My work hours,,I'm working more,1,,Employee,1,16+ time zones,1,1,"More than 1,001",100%,No,Yes,No,Partially,Yes,,
,Austria,IT and Services,,Product,,White,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to spend time with family,,1,No,Unknown,1,"Asynchron communication took up quickly, quickly set up virtual meeting rooms#",,My work hours,,I'm working more,1,the right mix between on prem and remote works best to get the best of both worlds. Physical meetings are beneficial as we develop hardware,Employee,1,2-5 time zones,0,1,11 to 50,51 to 75%,Partially,Partially,Yes,Yes,Yes,,no covered everything
,Australia,IT and Services,,Sales,,White,,15 years - 19 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,101 to 500,1 to 25%,Yes,Yes,No,Yes,Yes,No,No
,United States,Consumer products,,Marketing and Advertising,,Hispanic or Latino,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Not having to commute,,1,I don't know,,1,,,My work hours,,I'm working more,1,,Employee,1,2-5 time zones,0,0,"501 to 1,000",76 to 99%,No,Partially,No,Partially,No,,
,Israel,IT and Services,,Leadership,,,Other,15 years - 19 years,More than 10 years,0,,0,,1,0,Being in a different timezone than teammates,,Ability to work from home,,0,,,,,,,,,,,Business owner,1,6-10 time zones,1,1,Fewer than 10,100%,No,No,No,No,Yes,,
,Australia,,Real estate,,Consultant,White,,More than 20 years,6 months to 11 months,0,,1,0,1,1,Not being able to unplug,,Not having to commute,,1,I don't know,,0,,Unplanned,Just my location,,I'm working the same amount,1,Don’t wear a suit as much,Employee,1,16+ time zones,1,0,"More than 1,001",1 to 25%,No,Yes,No,Yes,Yes,,
,South Africa,IT and Services,,Product,,White,,15 years - 19 years,6 months to 11 months,0,,1,0,1,1,Not being able to unplug,,Ability to work from home,,1,Yes,,1,We had all the systems in place as we have global teams,,My work hours,,I'm working more,1,Better headspace,Employee,1,2-5 time zones,1,0,101 to 500,51 to 75%,No,No,No,Yes,Yes,No,No
,Sweden,Media and Publishing,,,Music Industry,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,,B E F,Ability to have a flexible schedule,,0,,,,,,,,,,,Business owner,1,2-5 time zones,0,1,Fewer than 10,100%,No,No,No,Yes,Yes,,no
,United States,Government,,Marketing and Advertising,,Black or African American,,10 years - 14 years,6 months to 11 months,0,,0,,1,1,Distractions at home,,Not having to commute,,1,I don't know,,1,We used the same remote technology in the office due to team being spread out over different office locations.,,Just my location,,I'm working the same amount,0,No,Employee,1,6-10 time zones,1,1,"More than 1,001",76 to 99%,No,Partially,No,Yes,Yes,No,
,Italy,Software,,Product,,White,,10 years - 14 years,1 year to 4 years,0,,1,1,1,1,Loneliness,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,0,1,11 to 50,76 to 99%,No,Partially,No,Yes,Yes,,
,United States,Media and Publishing,,Design,,White,,More than 20 years,6 months to 11 months,1,1,0,,1,1,,My employer isn’t fully setup for remote work.,Ability to work from home,,1,No,Unknown,1,"No one needs to be in the office to do their job. There have been a few tech issues, but it’s been smooth overall.",,,I’m able to focus on my health more and I feel better.,I'm working more,1,"I’m working longer hours because of an increase in assignments, not because I’m home.",Employee,1,2-5 time zones,0,0,11 to 50,76 to 99%,No,No,No,Partially,Yes,I took my computer home with me when COVID started. I don’t know if my company would have covered any equipment if that hadn’t been the case.,
,United Kingdom,Marketing,,Operations,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to work from home,,1,Yes,,1,"Good preparation a couple of weeks before lockdown, making sure all staff had laptops and home office set ups that worked OK before it became law to stay at home",,,Work life balance changed immeasurably now commute is taken out of the equation,I'm working the same amount,0,Quality of life is all round better. Never want to return to an office-based role,Employee,1,2-5 time zones,0,0,11 to 50,100%,No,No,No,Yes,Yes,Team socials (now online) e.g. Takeaway vouchers for team night on Zoom,N/a
,United Kingdom,Marketing,,Marketing and Advertising,,White,,1 year - 4 years,1 year to 4 years,0,,1,0,1,1,Staying motivated,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Australia,Government,,Data,,White,,1 year - 4 years,6 months to 11 months,1,0,0,,1,1,Difficulties with collaboration and communication,,Ability to spend time with family,,1,Yes,,1,Tech support,,Just my location,,I'm working the same amount,1,No,Employee,0,,,0,101 to 500,76 to 99%,No,No,No,Yes,Yes,No,No
,Serbia,IT and Services,,Engineering,,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,,There is no perfect answer,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,Keep rolling
,United Kingdom,E-commerce,,Design,,White,,15 years - 19 years,5 years - 9 years,0,,1,1,1,1,Not being able to unplug,,Ability to spend time with family,,0,,,,,,,,,,,Employee,0,,,1,101 to 500,1 to 25%,No,No,No,Yes,Yes,,
,United Kingdom,,Sport,Marketing and Advertising,,White,,5 years - 9 years,1 year to 4 years,0,,0,,0,0,Staying motivated,,Not having to commute,,1,I don't know,,0,,I was moving from the US to the UK at the time!,How I collaborate and communicate,,I'm working less,1,There's a lack of collaboration and an increase in impersonal communications,Employee,0,,,1,11 to 50,100%,No,Yes,No,Yes,Yes,£18/month WFH payment,N/A
,Poland,E-commerce,,Design,,White,,6 months - 11 months,6 months to 11 months,0,,0,,1,1,Loneliness,,Ability to work from home,,1,I don't know,,0,,Dont know,How I collaborate and communicate,,I'm working less,0,No,Employee,1,2-5 time zones,1,0,101 to 500,51 to 75%,No,No,No,Yes,Yes,No,No
,Germany,IT and Services,,Engineering,,Asian or Pacific Islander,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,1,No,Unknown,1,,,My work hours,,I'm working more,1,,Employee,0,,,0,101 to 500,76 to 99%,No,No,No,Yes,Yes,,
,Romania,Software,,Customer Support,,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Distractions at home,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,76 to 99%,No,No,No,No,Partially,No,"I hope this pandemic will make more companies go remote. Finding a remote job is tough, especially in Europe."
,Ireland {Republic},IT and Services,,Engineering,,White,,More than 20 years,5 years - 9 years,0,,1,1,1,1,Not being able to unplug,,Ability to have a flexible schedule,,1,I don't know,,1,The available technology was able to handle the increased traffic.,,Just my location,,I'm working more,0,My work involves contact with local and remote teams. So it was suited to remote working anyway.,Employee,1,16+ time zones,1,1,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,No. We are working remotely because of Covid-19.,Just to say that remote work significantly enlarges the net I can cast when I look for my next job.
,United Kingdom,Marketing,,Marketing and Advertising,,White,,Less than six months,Less than six months,1,0,1,0,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,No
,United States,Marketing,,Marketing and Advertising,,White,,More than 20 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Ability to spend time with family,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Spain,Non-profit,,Engineering,,Hispanic or Latino,,10 years - 14 years,5 years - 9 years,0,,0,,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,0,,,1,Fewer than 10,26 to 50%,No,No,No,Yes,Yes,,
,Romania,IT and Services,,Marketing and Advertising,,White,,15 years - 19 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Not having to commute,,1,Yes,,1,We've always had WFH but mixed with working from the office,,How I collaborate and communicate,,I'm working more,1,Missing the informal 'watercooler' chats in the office... after hours... and business travel.,Employee,1,16+ time zones,1,0,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,Health apps and other benefits,no
,United Kingdom,Software,,Product,,White,,1 year - 4 years,6 months to 11 months,1,0,0,,1,1,Not being able to unplug,,Not having to commute,,1,I don't know,,1,"Everyone has laptops, already worked on projects remotely with global partners",,My work hours,,I'm working more,1,No,Employee,1,16+ time zones,1,1,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,No,No
,India,,design,Design,,Asian or Pacific Islander,,5 years - 9 years,Less than six months,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,1,No,Before 2021,0,,bosses have trouble adjusting to the new system of things,My work hours,,I'm working more,0,"more communication needed, wait time has increased",Employee,0,,,1,11 to 50,26 to 50%,No,No,No,Partially,Yes,no,no
,India,Non-profit,,Human Resources,,Asian or Pacific Islander,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,Marketing,,Marketing and Advertising,,Black or African American,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,United Kingdom,Marketing,,Marketing and Advertising,,White,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,,No struggles,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,Yes,Yes,No,No
,Portugal,IT and Services,,Engineering,,Hispanic or Latino,,More than 20 years,6 months to 11 months,0,,1,0,1,1,Difficulties with collaboration and communication,,Ability to spend time with family,,1,Yes,,1,Flexibility,,I’m now acting as my child(ren)’s caretaker/teacher,,I'm working more,0,Communication more effective,Employee,1,2-5 time zones,1,0,"More than 1,001",76 to 99%,No,Yes,Yes,Yes,No,No,No
,United Kingdom,,Saas,Customer Support,,,Middle Eastern,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Staying motivated,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Spain,IT and Services,,Engineering,,Hispanic or Latino,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Being in a different timezone than teammates,,Not having to commute,,0,,,,,,,,,,,Employee,1,6-10 time zones,1,1,"More than 1,001",76 to 99%,Yes,No,No,Yes,Yes,No,Ask about companies covering for employees' utility bills like electricity.
,Netherlands,IT and Services,,Engineering,,White,,10 years - 14 years,5 years - 9 years,0,,0,,1,1,,Team bonding/building (being part of a bigger team),,"Work around my schedule, not the other way around",0,,,,,,,,,,,Business owner,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,Yes,No,Yes,"Imbursement for ""healthy living"", eg. gym, whole foods subscriptions",
,Poland,IT and Services,,Marketing and Advertising,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Flexibility to work from any location,,1,Yes,,1,I work in IT company so basically there's no need of physical presence ;),,How I collaborate and communicate,,I'm working more,1,We used to have stronger connections between people.,Employee,1,16+ time zones,0,0,101 to 500,100%,No,No,No,Yes,Yes,Extra integration budget,"That I accidentally clicked the wrong answers in 'time-zones', it should be just 2 ;)"
,United Kingdom,Software,,Engineering,,White,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,,Working with others who don't embrace the remote working setup,Ability to have a flexible schedule,,1,No,Second half of 2021,0,,Inertia of people who don't want to work remotely and see this all as temporary,How I do my work,,I'm working the same amount,1,,Employee,1,2-5 time zones,1,0,101 to 500,100%,No,No,No,Yes,Yes,,Nope
,France,IT and Services,,Engineering,,White,,1 year - 4 years,5 years - 9 years,0,,0,,1,1,Being in a different timezone than teammates,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,2-5 time zones,0,1,"501 to 1,000",51 to 75%,No,No,Partially,Yes,Yes,i got a 2k€ prime every year to cover expenses caused by the fact i work from home,no
,Portugal,IT and Services,,Engineering,,White,,15 years - 19 years,5 years - 9 years,0,,1,1,1,1,Staying motivated,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Australia,IT and Services,,Engineering,,White,,More than 20 years,More than 10 years,0,,0,,1,1,Being in a different timezone than teammates,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,16+ time zones,1,1,"More than 1,001",1 to 25%,No,Yes,No,Yes,Yes,No,No
,United States,Software,,Leadership,,White,,5 years - 9 years,5 years - 9 years,0,,1,1,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Business owner,1,2-5 time zones,0,1,Fewer than 10,100%,No,No,No,No,Yes,No,Thanks for doing this!
,Belgium,IT and Services,,Engineering,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Loneliness,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United Kingdom,Marketing,,Marketing and Advertising,,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Being in a different timezone than teammates,,Flexibility to work from any location,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,The world needs more co-working spaces in travel destinations :-)
,Australia,Education,,Data,,White,,More than 20 years,6 months to 11 months,0,,1,0,1,1,Not being able to unplug,,Not having to commute,,1,I don't know,,1,"Our efforts - we had to make it work, so we did. There’s not been a heap of support",,How I collaborate and communicate,,I'm working the same amount,0,Zoom meetings are wearing. Office corridor accidental meetings fix many communication stuff-ups that get missed in formal meetings (one of the biggest downsides of lockdown),Employee,0,,,0,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,No,"Covid has been strange - I’m a web analyst and can work from anywhere. Meetings have always been used as the reason that wfh has been discouraged - the severe lockdown in Victoria Australia for several months with 0 loss of productivity has proved that to be BS (it’s actually improved), though I’m not hopeful that Snr management will change their POV."
,South Africa,Software,,Design,,White,,1 year - 4 years,1 year to 4 years,0,,0,,1,1,Loneliness,,,Exposure to people and skills that I might not have gotten the opportunity to experience.,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,100%,No,No,No,No,Yes,No.,No.
,Germany,Software,,Design,,White,,1 year - 4 years,1 year to 4 years,0,,1,1,1,1,Loneliness,,,Not having that team spirit and trust when it comes to team mates,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Spain,Software,,Engineering,,White,,Less than six months,6 months to 11 months,0,,,,1,1,Distractions at home,,Ability to spend time with family,,1,I don't know,,1,Part of the team already worked remotely,,How I collaborate and communicate,,I'm working the same amount,0,,Employee,0,,,0,11 to 50,,No,No,No,Yes,Yes,,
,Portugal,,"Tech, alt ed, consulting, communication",,Communications,White,,5 years - 9 years,5 years - 9 years,0,,0,,1,1,Distractions at home,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Spain,Software,,Design,,White,,5 years - 9 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,1,Yes,,1,I think it was smooth but not sure. I joined the company during lockdown so only know it as a remote company,,Just my location,,I'm working more,1,,Employee,1,6-10 time zones,1,1,101 to 500,76 to 99%,Yes,No,No,Yes,Yes,Get a monthly allowance to cover whatever we want,
,United Kingdom,Software,,Design,,White,,1 year - 4 years,1 year to 4 years,0,,1,1,1,1,Difficulties with collaboration and communication,,Ability to spend time with family,,0,,,,,,,,,,,Employee,0,,,1,Fewer than 10,100%,No,No,No,Yes,Yes,Health and well-being budget,
,South Africa,Marketing,,Marketing and Advertising,,White,,10 years - 14 years,1 year to 4 years,0,,0,,1,0,Loneliness,,Not having to commute,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,Fewer than 10,100%,No,No,No,Yes,Partially,No. LOL.,This is my 2nd remote job.
,Canada,,Design Research +,,Research,White,,15 years - 19 years,More than 10 years,1,0,0,,1,1,Not being able to unplug,,Ability to work from home,,0,,,,,,,,,,,Business owner,1,2-5 time zones,1,1,Fewer than 10,100%,Partially,Partially,No,Yes,Yes,,Remote work is essential. I’d never go back to an office.
,Ireland {Republic},E-commerce,,Leadership,,White,,10 years - 14 years,1 year to 4 years,0,,1,1,1,1,Not being able to unplug,,Not having to commute,,0,,,,,,,,,,,Employee,1,6-10 time zones,1,1,"More than 1,001",76 to 99%,No,No,No,Yes,Yes,Home office essentials as taxable benefit in kind,
,United Kingdom,Marketing,,Engineering,,White,,15 years - 19 years,1 year to 4 years,0,,0,,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,0,,,0,Fewer than 10,26 to 50%,No,No,No,Partially,Partially,No,No
,Ireland {Republic},Travel and Tourism,,Marketing and Advertising,,White,,Less than six months,Less than six months,0,,0,,1,1,Loneliness,,Not having to commute,,1,Yes,,1,Training,,How I do my work,,I'm working the same amount,1,Flexibility in work day,Employee,1,2-5 time zones,0,1,Fewer than 10,100%,No,No,No,Yes,Partially,No,No
,United Kingdom,Marketing,,Marketing and Advertising,,Asian or Pacific Islander,,More than 20 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Not having to commute,,1,I don't know,,1,"It was a forced transition as was made redundant just as Covid started, thankfully all my client contacted and asked to carry out their ongoing work as a freelance",,My work hours,,I'm working more,1,"There is no concept of 9-5 work schedule or weekend anymore, the boundary has vanished.",Freelancer / Self-employed,,,,,,,,,,,,,"Once we are out of Covid, We will emerge into a new workplace schedule, I would be happy to work from home and visit offices once or twice in a week."
,South Africa,Education,,Design,,Asian or Pacific Islander,,15 years - 19 years,Less than six months,0,,0,,1,1,Staying motivated,,Ability to have a flexible schedule,,1,No,First half of 2021,1,"We already had the tools to have online classes, so now that the opportunity to use them fully came about, it took some time to get use to it, but using it was no hassle",,How I do my work,,I'm working the same amount,1,Slowly learning what it means to manage my time for work and side-work,Freelancer / Self-employed,,,,,,,,,,,,,n/a
,Greece,Software,,Leadership,,White,,5 years - 9 years,5 years - 9 years,0,,1,0,1,1,Distractions at home,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,1,11 to 50,100%,No,No,Yes,No,Yes,No,No
,Australia,IT and Services,,Engineering,,White,,15 years - 19 years,6 months to 11 months,0,,1,0,1,1,Loneliness,,Ability to have a flexible schedule,,1,I don't know,,1,Solid video conference and VPN infrastructure,,How I collaborate and communicate,,I'm working more,,,Employee,1,16+ time zones,1,1,"More than 1,001",76 to 99%,No,Yes,No,Yes,Yes,,
,United Kingdom,Marketing,,Marketing and Advertising,,White,,15 years - 19 years,6 months to 11 months,0,,0,,1,1,Difficulties with collaboration and communication,,Not having to commute,,1,I don't know,,1,Most people already did WFH once or twice  a month,,Just my location,,I'm working the same amount,0,I find I'm more productive because there are fewer interruptions and noisy distractions.,Employee,0,,,0,11 to 50,76 to 99%,No,Yes,No,No,Partially,Nope,Nope
,United States,Marketing,,Marketing and Advertising,,Asian or Pacific Islander,,10 years - 14 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Ability to spend time with family,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,"It feels liberating to have control over my schedule, which allows me to be much more efficient with my time vs spending the day in an office/commuting/in meetings. Also, I’m being trusted to do my work at the hours that best suit my life, and the focus becomes more on the quality of work vs hours spent."
,United Kingdom,Marketing,,Marketing and Advertising,,,Pakistani,5 years - 9 years,1 year to 4 years,0,,1,1,1,1,Distractions at home,,Ability to spend time with family,,0,,,,,,,,,,,Employee,0,,,0,Fewer than 10,51 to 75%,No,No,Yes,Partially,Yes,Electric,No
,Denmark,IT and Services,,Design,,White,,10 years - 14 years,1 year to 4 years,0,,1,1,1,1,Difficulties with collaboration and communication,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,United States,Marketing,,Marketing and Advertising,,White,,More than 20 years,More than 10 years,0,,0,,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Business owner,1,2-5 time zones,1,1,11 to 50,100%,No,No,No,Yes,Yes,No,No
,India,Software,,Leadership,,Asian or Pacific Islander,,10 years - 14 years,6 months to 11 months,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,1,Yes,,1,"Good communication, documentation and clarity of expectations",,How I do my work,,I'm working more,0,It’s made me more curious about products out there that help even more with communication and collaboration,Employee,0,,,1,11 to 50,100%,No,No,Yes,No,No,"None, it’s an early stage self funded start up, so while they wouldn’t say no, money is used sparingly.","A few questions on folks joining a new company locally or internationally, and how remote work has affected that transition, and also their work rights, visa status etc"
,Poland,IT and Services,,Data,,White,,10 years - 14 years,6 months to 11 months,0,,0,,0,0,Difficulties with collaboration and communication,,,not beind killed by covid,1,I don't know,,1,,,How I collaborate and communicate,,I'm working more,0,"I think the view of the remote work will be now more balanced. Previously small minority of remote work fans was over-represented, because nobody else cared or tried",Freelancer / Self-employed,,,,,,,,,,,,,Looking forward to being back in the office
,Ireland {Republic},Software,,Design,,Asian or Pacific Islander,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Being in a different timezone than teammates,,Not having to commute,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,
,Germany,IT and Services,,Engineering,,White,,10 years - 14 years,More than 10 years,1,0,0,,1,1,Being in a different timezone than teammates,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,-
,Germany,Software,,,Developer Relations,White,,More than 20 years,More than 10 years,0,,1,0,1,1,Not being able to unplug,,Ability to have a flexible schedule,,0,,,,,,,,,,,Freelancer / Self-employed,,,,,,,,,,,,,Remote work is about trust.
,Ireland {Republic},,Transport and logistics,Product,,White,,More than 20 years,More than 10 years,0,,1,0,1,1,Loneliness,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,0,,,1,"501 to 1,000",76 to 99%,No,Yes,No,Yes,Yes,No,Ni
,Australia,E-commerce,,Design,,White,,15 years - 19 years,1 year to 4 years,0,,1,1,1,1,,None,Ability to have a flexible schedule,,1,I don't know,,1,They allowed us to wfh early on,,How I collaborate and communicate,,I'm working the same amount,0,Less distraction and the ability to engage in more fitness,Employee,1,2-5 time zones,0,0,11 to 50,1 to 25%,No,No,No,No,No,None,Nope
,Austria,Software,,Engineering,,White,,10 years - 14 years,1 year to 4 years,0,,0,,1,1,Not being able to unplug,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,1,0,101 to 500,1 to 25%,No,No,No,No,No,"None, shit company.",N/A
,India,Marketing,,Marketing and Advertising,,Asian or Pacific Islander,,1 year - 4 years,6 months to 11 months,0,,0,,1,1,Loneliness,,Not having to commute,,1,Yes,,1,Already prepared,,Just my location,,I'm working more,0,"i have less tiem now, as work from office means, social networking, exercise, public interaction. Now each one have differentt iem slot, and it cnsumes time",Employee,0,,,0,51 to 100,100%,No,No,No,No,No,Only Laptop,No
,France,Software,,Engineering,,White,,5 years - 9 years,6 months to 11 months,0,,1,0,1,1,Staying motivated,,Ability to work from home,,1,Yes,,1,"Our team was quite autonomous on the matter, and as developers, it was quite easy to switch to remote",,Just my location,,I'm working the same amount,0,Nope!,Employee,0,,,1,51 to 100,26 to 50%,No,No,No,Yes,Yes,no,no
,France,Software,,Engineering,,White,,5 years - 9 years,5 years - 9 years,0,,0,,1,1,Distractions at home,,Flexibility to work from any location,,0,,,,,,,,,,,Employee,1,2-5 time zones,0,1,Fewer than 10,51 to 75%,No,Yes,Yes,Yes,Yes,Learning,
,Spain,Consumer products,,Engineering,,Hispanic or Latino,,1 year - 4 years,More than 10 years,0,,1,1,1,1,,None,Ability to have a flexible schedule,,0,,,,,,,,,,,Employee,1,16+ time zones,1,0,101 to 500,1 to 25%,No,No,No,Yes,Yes,No,No
,United Kingdom,Financial Services,,,Management Consultant,White,,5 years - 9 years,1 year to 4 years,0,,0,,1,1,Loneliness,,Ability to work from home,,1,Yes,,1,Good tech,,How I collaborate and communicate,,I'm working the same amount,1,"I find I cannot focus on one task. Now that I have notifications from many different pieces of software, I’m constantly caught skipping onto something new and forgetting where I was on the last task",Employee,1,2-5 time zones,0,0,"More than 1,001",51 to 75%,No,Yes,No,Yes,Yes,Nope,Nope
,United Kingdom,IT and Services,,Engineering,,White,,15 years - 19 years,1 year to 4 years,0,,1,0,1,1,Staying motivated,,Ability to work from home,,0,,,,,,,,,,,Employee,0,,,1,11 to 50,100%,No,No,No,Yes,Yes,,
,United States,Consumer products,,Engineering,,White,,More than 20 years,1 year to 4 years,0,,1,1,1,1,Being in a different timezone than teammates,,Not having to commute,,0,,,,,,,,,,,Employee,1,6-10 time zones,1,1,"More than 1,001",1 to 25%,No,No,No,Partially,Yes,,
