Country,City,Do you work remotely sometimes?,Which best describes you?,Do you set your own hours or does someone else set them for you?,How long have you worked remotely?,"In general, how would you describe your experience with remote work?","If you work from home, what room do you typically work in?","Other - Write In:If you work from home, what room do you typically work in?",How many people work remotely in your home?,"If the pandemic ended today, would you like to primarily work remotely from multiple locations (such as a co-working space or another city) or would you prefer to work from home?","On video work calls, do you prefer the camera to be on or off?","Would you describe yourself as an introvert, extrovert or an ambivert?",Do you identify as a person with a chronic illness or disability?,Is your disability or chronic illness one of the reasons you pursued remote work?,Are you a parent/guardian whose child(ren) live at home?,Is being a parent/guardian one of the reasons you pursued remote work?,Does being a parent/guardian make you want to continue to work remotely?,"If your child(ren) were unexpectedly home because of the pandemic, what type of impact did that have on your work?",Loneliness:What struggles do you have with working remotely? Select all that apply.,Working across time zones:What struggles do you have with working remotely? Select all that apply.,Difficulties with collaboration and communication:What struggles do you have with working remotely? Select all that apply.,Staying motivated:What struggles do you have with working remotely? Select all that apply.,Difficulty focusing:What struggles do you have with working remotely? Select all that apply.,Working more:What struggles do you have with working remotely? Select all that apply.,Not being able to unplug:What struggles do you have with working remotely? Select all that apply.,Career advancement or growth:What struggles do you have with working remotely? Select all that apply.,I don’t have any struggles working remotely:What struggles do you have with working remotely? Select all that apply.,Other - Write In:What struggles do you have with working remotely? Select all that apply.,Other - Write In:What struggles do you have with working remotely? Select all that apply.,"Of those, what’s your biggest struggle with working remotely?",Why is collaboration difficult when working remotely?,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.):What benefit(s) do you experience because you work remotely?",Flexibility to live where I choose:What benefit(s) do you experience because you work remotely?,Flexibility in how I spend my time:What benefit(s) do you experience because you work remotely?,I have more time because I don't commute:What benefit(s) do you experience because you work remotely?,I feel safer:What benefit(s) do you experience because you work remotely?,It's better for me financially:What benefit(s) do you experience because you work remotely?,Flexibility in my career options:What benefit(s) do you experience because you work remotely?,The ability to better focus in my work:What benefit(s) do you experience because you work remotely?,Other - Write In:What benefit(s) do you experience because you work remotely?,Other - Write In:What benefit(s) do you experience because you work remotely?,What’s the biggest benefit of working remotely?,"Would you like to work remotely, at least some of the time, for the rest of your career?",Would you recommend remote work to others?,Why would you recommend remote work to others?,Did you or your organization transition to full or partial remote work as a result of COVID-19?,Is your company planning on permanently allowing some amount of remote work?,Did you have experience working remotely prior to COVID-19?,My work hours:What has changed about your work since your started working remotely? Select all that apply.,How I collaborate and communicate:What has changed about your work since your started working remotely? Select all that apply.,How I do my work:What has changed about your work since your started working remotely? Select all that apply.,More video calls:What has changed about your work since your started working remotely? Select all that apply.,Nothing changed:What has changed about your work since your started working remotely? Select all that apply.,Other - Write In:What has changed about your work since your started working remotely? Select all that apply.,Other - Write In:What has changed about your work since your started working remotely? Select all that apply.,Would you say you are working less or more since you started working remotely?,Are you in more meetings as a result of the shift to remote work?,"Overall, do you feel more or less excited about your job since your shift to remote work?","Overall, do you feel more or less connected to your co-workers after your shift to remote work?","How many employees does your company have? (Include both full and part-time.) If you are part-time and have more than one job, answer these next questions with only one employer in mind.",What percentage of your company currently works remotely?,What kind of remote work structure do you currently operate under?,What kind of remote work structure would you like to have?,"At your company, is an employee's pay tied to their city/location?",Do you support pay being tied to city/location?,"At your company, is an employee paid less if they work remotely?",Based on attendance or time:How is employee performance measured at your company? Select all that apply.,Based on completion of projects:How is employee performance measured at your company? Select all that apply.,Based on the achievement of goals:How is employee performance measured at your company? Select all that apply.,Unsure:How is employee performance measured at your company? Select all that apply.,Other - Write In:How is employee performance measured at your company? Select all that apply.,Other - Write In:How is employee performance measured at your company? Select all that apply.,"Pay for some/all of things I need to work from home (e.g., internet, monitor):How does your company support you working remotely?",Have systems and tech for remote team collaboration and communication :How does your company support you working remotely?,Regular 1:1 meetings:How does your company support you working remotely?,Have one day where no meetings are scheduled:How does your company support you working remotely?,Promote flexible working hours:How does your company support you working remotely?,Offer a 4-day work week:How does your company support you working remotely?,Provide remote career growth opportunities:How does your company support you working remotely?,Help me connect with more colleagues as it relates to my work:How does your company support you working remotely?,Offer me opportunities to socialize with co-workers:How does your company support you working remotely?,Is there anything else your company could offer to improve your remote work experience?,"Does your company have an asynchronous-first policy? Asynchronous simply means work isn't happening at the same time for everyone, asynchronous is the opposite of video calls, which are synchronous.",Would you like your company to be asynchronous-first?,What are your overall feelings about asynchronous-first work?,Do you feel your company trusts you to work remotely?,Because they monitor my work:Why don't you feel your company trusts you to work remotely? Select all that apply.,Because I am checked in on regularly:Why don't you feel your company trusts you to work remotely? Select all that apply.,Because I am not trusted to complete tasks alone:Why don't you feel your company trusts you to work remotely? Select all that apply.,It does not feel like they trust me:Why don't you feel your company trusts you to work remotely? Select all that apply.,Other - Write In:Why don't you feel your company trusts you to work remotely? Select all that apply.,Other - Write In:Why don't you feel your company trusts you to work remotely? Select all that apply.,Do you think career growth is more or less difficult for remote workers to achieve?,What country do you live in?,What industry do you work in?,Other - Write In:What industry do you work in?,What best describes the work you do?,Other - Write In:What best describes the work you do?,How do you identify?,Prefer to self-describe:How do you identify?,"Are you of Hispanic, Latino, or of Spanish origin?",American Indian or Alaska Native:How would you describe yourself? Select all that apply.,Asian:How would you describe yourself? Select all that apply.,Black or African American:How would you describe yourself? Select all that apply.,Native Hawaiian or Other Pacific Islander:How would you describe yourself? Select all that apply.,White:How would you describe yourself? Select all that apply.,Other - Write In:How would you describe yourself? Select all that apply.,Prefer not to answer:How would you describe yourself? Select all that apply.,Other - Write In:How would you describe yourself? Select all that apply.,What generation are you a part of?,How long have you been in the professional workforce?
Brazil,Paulista,Yes - Full-Time,Self-employed/freelancer/independent consultant,Someone else sets my hours,15 years - 19 years,Very positive,I do not work from home,,,Home,On camera,Extrovert,No,,Yes,No,No,No impact,,,,Staying motivated,,,,,,,,Staying motivated,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,,I have more time because I don't commute,,,,The ability to better focus in my work,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,Devido os a escolha de horários .,Yes,,No,My work hours,How I collaborate and communicate,,More video calls,,,,I’m working more,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Nonprofit, Medical and Healthcare",,Customer Support,,Female,,Prefer not to answer,,,,,,,Prefer not to answer,,Generation X (born 1965 to 1980),15 years - 19 years
Brazil,Manaus,Yes - Part-Time,Self-employed/freelancer/independent consultant,I set my own hours,Less than a year,Neutral,Kitchen/dining room,,1 (just me),Home,On camera,Extrovert,No,,Yes,Yes,Yes,Positive,Loneliness,,,,,,Not being able to unplug,Career advancement or growth,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,,I feel safer,It's better for me financially,,,,,It's better for me financially,Yes,Yes,Por ser simples e rápido,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Marketing, Media and Publishing",,Sales,,Male,,Prefer not to answer,,,,Native Hawaiian or Other Pacific Islander,White,,,,Generation Z (born after 1996),Less than a year
Brazil,Recife,Yes - Part-Time,Self-employed/freelancer/independent consultant,Someone else sets my hours,1 - 2 years,Very positive,Office,,1 (just me),Multiple locations,On camera,I’m not sure what these terms mean,No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,,I have more time because I don't commute,,,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,Olá porque muito bom dá para trabalhar em vários lugares.,Yes,,Yes,My work hours,,,,,,,I’m working less,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Government, Law and Legal Services",,Marketing,,Male,,No,,,,,White,,,,Prefer not to answer,1 - 2 years
United States,Sherman Oaks,Yes - Full-Time,Business owner with at least one employee,I set my own hours,3 - 5 years,Somewhat positive,Office,,2,Multiple locations,Off camera,Ambivert (A mix of an extrovert and an introvert),Yes,Yes,No,,,,Loneliness,,,Staying motivated,Difficulty focusing,,Not being able to unplug,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,,No,,,,,,,,,,,,,,Fewer than 10,100%,Remote-first (very close to fully remote),Fully remote,No,No,No,,Based on completion of projects,Based on the achievement of goals,,,,,,,,,,,,,,Yes,,Somewhat positive,,,,,,,,,United States,"Marketing, Media and Publishing",,Leadership,,Female,,No,,Asian,,,,,,,Millennial (born 1981 to 1996),10 years - 14 years
United States,Orlando,Yes - Full-Time,Employee (full or part-time),It varies,Less than a year,Very positive,Living room,,3 or more,Multiple locations,On camera,Introvert,No,,No,,,,,Working across time zones,,,,Working more,Not being able to unplug,,,,,Working more,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,Flexibility in my career options,The ability to better focus in my work,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,freedom and 0 commute time,No,,,,,,,,,,,,,,11-100,100%,Fully remote,Fully remote,No,No,No,,,,Unsure,,,Not important,Not important,They do this,Not important,They do this,Not important,"They don't do this, but I wish they would",They do this,Not important,,Yes,,Somewhat positive,Yes,,,,,,,No impact,Chile,IT and Services,,IT/Tech,,Male,,Yes,,,,,,,Prefer not to answer,,Millennial (born 1981 to 1996),10 years - 14 years
Brazil,Montes Claros,Yes - On occasion,Employee (full or part-time),It varies,Less than a year,Somewhat positive,Bedroom,,1 (just me),Home,On camera,Ambivert (A mix of an extrovert and an introvert),No,,Yes,Yes,Yes,No impact,Loneliness,Working across time zones,,Staying motivated,,,,,,,,Working across time zones,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,,I have more time because I don't commute,I feel safer,,Flexibility in my career options,,,,I feel safer,Yes,Yes,Comodidade e flexibilidade de horário,Yes,Unsure,No,My work hours,How I collaborate and communicate,How I do my work,,,,,I’m working less,Yes,No impact,Less connected,101-500,Unsure,Office-occasional (required or encouraged to be in the office somewhat regularly),Office-occasional (required or encouraged to be in the office somewhat regularly),Yes,No,Unsure,Based on attendance or time,,,,,,"They don't do this, but I wish they would","They don't do this, but I wish they would",Not important,They do this,They do this,Not important,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would","Atualmente, falta comunicação e metas",No,Unsure,,Yes,,,,,,,More difficult,Brazil,Other - Write In,Pública,Human Resources,,Male,,Yes,,,,,,Other - Write In,,Pardo,Generation X (born 1965 to 1980),10 years - 14 years
Brunei Darussalam,Bandar Seri Begawan,Yes - Full-Time,Employee (full or part-time),It varies,1 - 2 years,Somewhat positive,Office,,1 (just me),Home,On camera,Extrovert,No,,Yes,Yes,Yes,Negative,Loneliness,,Difficulties with collaboration and communication,,,,Not being able to unplug,Career advancement or growth,,,,Difficulties with collaboration and communication,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,,,,Flexibility to live where I choose,Yes,Yes,It is fantastic if you have kids and/or live in a country where wages are low.,No,,,,,,,,,,,,,,11-100,100%,Fully remote,Fully remote,Yes,Yes,No,,,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would",,No,Yes,,Yes,,,,,,,More difficult,Brunei,Software,,Customer Support,,Female,,No,,Asian,,,,,,,Millennial (born 1981 to 1996),10 years - 14 years
Brazil,Mage,Yes - Full-Time,Employee (full or part-time),,Less than a year,Very positive,I move around,,1 (just me),Home,Off camera,Extrovert,No,,No,,,,,,Difficulties with collaboration and communication,,,,,,,,,Difficulties with collaboration and communication,Sim,,,,,,It's better for me financially,,,,,It's better for me financially,Yes,Yes,E o futuro,Yes,Yes,Yes,My work hours,,,,,,,I’m working more,Yes,More excited,More connected,Fewer than 10,100%,Fully remote,Fully remote,No,No,Yes,,,Based on the achievement of goals,,,,They do this,They do this,They do this,They do this,They do this,They do this,They do this,They do this,They do this,Sim,Yes,,Somewhat positive,Yes,,,,,,,Less difficult,Brazil,Consumer Products,,Product,,Male,,No,,,Black or African American,,,,,,Generation Z (born after 1996),Less than a year
Lebanon,Beirut,Yes - Full-Time,Business owner with at least one employee,I set my own hours,6 - 9 years,Very positive,Bedroom,,2,Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,,,,,,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,,I have more time because I don't commute,,It's better for me financially,,The ability to better focus in my work,,,Flexibility to live where I choose,Yes,Yes,,Yes,Yes,Yes,,How I collaborate and communicate,,More video calls,,,,I’m working the same amount,No,More excited,Less connected,Fewer than 10,100%,Fully remote,Remote-first (very close to fully remote),Unsure,No,No,,Based on completion of projects,Based on the achievement of goals,,,,,,,,,,,,,,No,No,,,,,,,,,,Lebanon,"Marketing, Media and Publishing",,Marketing,,Male,,No,,,,,,,Prefer not to answer,,Millennial (born 1981 to 1996),10 years - 14 years
Morocco,Rabat,Yes - Part-Time,Employee (full or part-time),It varies,3 - 5 years,Neutral,I move around,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),Yes,No,No,,,,Loneliness,,Difficulties with collaboration and communication,Staying motivated,Difficulty focusing,,Not being able to unplug,,,,,Staying motivated,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,,,,It's better for me financially,,,,,It's better for me financially,Yes,Yes,,Yes,Yes,Yes,,,,More video calls,,,,I’m working the same amount,Yes,Less excited,Less connected,11-100,51 - 75%,Office-occasional (required or encouraged to be in the office somewhat regularly),Office-occasional (required or encouraged to be in the office somewhat regularly),No,Yes,No,,Based on completion of projects,Based on the achievement of goals,,,,They do this,They do this,"They don't do this, but I wish they would",Not important,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would",,Yes,,Somewhat positive,Yes,,,,,,,More difficult,Morocco,Software,,Sales,,Female,,No,,,,,,Other - Write In,,North African,Millennial (born 1981 to 1996),3 - 5 years
Brazil,Recife,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,1 - 2 years,Very positive,Bedroom,,1 (just me),Home,On camera,Extrovert,No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,,,,Flexibility in my career options,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,Flexibilidade de horário/autonomia,Yes,,No,My work hours,How I collaborate and communicate,How I do my work,,,,,I’m working more,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Education, E-commerce",,Customer Support,,Male,,No,,,,,,Other - Write In,,Pardo,Millennial (born 1981 to 1996),10 years - 14 years
Brazil,Novo Gama,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,3 - 5 years,Very positive,Office,,1 (just me),Multiple locations,On camera,Extrovert,No,,Yes,No,Yes,No impact,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,,,,,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,Pela flexibilidade de horário e opções de gerar nova renda e até mesmo de trabalhar para mais de uma empresa.,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Marketing, Media and Publishing",,Marketing,,Male,,No,,,Black or African American,,,,,,Generation X (born 1965 to 1980),6 - 9 years
Sweden,Stockholm,Yes - Part-Time,Self-employed/freelancer/independent consultant,I set my own hours,1 - 2 years,Very positive,Bedroom,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,,Difficulties with collaboration and communication,,Difficulty focusing,,,,,,,Difficulty focusing,,,Flexibility to live where I choose,Flexibility in how I spend my time,,,It's better for me financially,,,,,Flexibility in how I spend my time,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweden,Software,,Engineering,,Male,,Prefer not to answer,,,,,White,,,,Generation Z (born after 1996),1 - 2 years
Brazil,Sao Paulo,Yes - On occasion,Employee (full or part-time),It varies,1 - 2 years,Very positive,Office,,1 (just me),Home,On camera,Extrovert,No,,No,,,,,,,,,Working more,Not being able to unplug,,,,,Not being able to unplug,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,,I feel safer,It's better for me financially,Flexibility in my career options,,,,Flexibility to live where I choose,Yes,Yes,"higher quality of life, less travel time, economy and practicality",Yes,Unsure,Yes,,,,More video calls,,,,I’m working the same amount,Yes,More excited,No impact,Fewer than 10,100%,Office-occasional (required or encouraged to be in the office somewhat regularly),Fully remote,No,No,No,Based on attendance or time,Based on completion of projects,Based on the achievement of goals,,,,"They don't do this, but I wish they would",They do this,They do this,"They don't do this, but I wish they would",They do this,Not important,"They don't do this, but I wish they would","They don't do this, but I wish they would",They do this,,No,Yes,,Yes,,,,,,,More difficult,Brazil,Other - Write In,instruction and consultance,Operations,,Male,,Yes,,,,,White,,,,Millennial (born 1981 to 1996),20 or more years
Brazil,Rio De Janeiro,Yes - On occasion,Self-employed/freelancer/independent consultant,I set my own hours,3 - 5 years,Very positive,Bedroom,,1 (just me),Home,On camera,Extrovert,No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,,I feel safer,,,The ability to better focus in my work,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,Pelo fato de ser um trabalho onde é mais fácil manter o foco e desempenhar um melhor trabalho e atenção do que em um ambiente onde não se queira estar,Yes,,Yes,My work hours,How I collaborate and communicate,How I do my work,,,,,I’m working the same amount,No,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,"Marketing, Media and Publishing",,Data,,Male,,Yes,,,Black or African American,,,,,,Generation Z (born after 1996),3 - 5 years
Sri Lanka,Maharagama,Yes - On occasion,Self-employed/freelancer/independent consultant,I set my own hours,1 - 2 years,Somewhat positive,Bedroom,,1 (just me),Home,Off camera,I’m not sure what these terms mean,No,,No,,,,,,Difficulties with collaboration and communication,,Difficulty focusing,,,,,,,Difficulty focusing,It is difficult to do through via technology,,,Flexibility in how I spend my time,,I feel safer,It's better for me financially,Flexibility in my career options,,,,Flexibility in my career options,Yes,Yes,Bcz it is flexible & easy to manage,Yes,,Yes,My work hours,,,,,,,I’m working more,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Lanka,Other - Write In,E learning,Other - Write In,Learning,Female,,No,,Asian,,,,,,,Generation Z (born after 1996),1 - 2 years
France,Paris,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,1 - 2 years,Very positive,Bedroom,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,Loneliness,,,Staying motivated,,,Not being able to unplug,,,,,Loneliness,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,,,The ability to better focus in my work,,,Flexibility in how I spend my time,Yes,Yes,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,Software,,Marketing,,Male,,No,,,,,White,,,,Generation Z (born after 1996),3 - 5 years
United States,Key Largo,Yes - Full-Time,Employee (full or part-time),Someone else sets my hours,1 - 2 years,Very positive,I move around,,2,Multiple locations,Off camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,Working across time zones,Difficulties with collaboration and communication,Staying motivated,Difficulty focusing,,,Career advancement or growth,,,,Staying motivated,Hard to hop on a call with people at any given moment,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,,,,Flexibility to live where I choose,Yes,Yes,Flexibility of life,Yes,Yes,Yes,,How I collaborate and communicate,,,,,,I’m working less,No,No impact,Less connected,"1,001+",100%,Remote-first (very close to fully remote),Fully remote,No,Yes,Unsure,,Based on completion of projects,Based on the achievement of goals,,,,"They don't do this, but I wish they would",They do this,They do this,They do this,They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would",They do this,Not important,,Yes,,Neutral,Yes,,,,,,,More difficult,United States,Software,,Design,,Female,,No,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Italy,Reggio Emilia,Yes - On occasion,Self-employed/freelancer/independent consultant,I set my own hours,Less than a year,Very positive,Office,,1 (just me),Multiple locations,On camera,Extrovert,No,,No,,,,Loneliness,,,Staying motivated,Difficulty focusing,,,,,,,Staying motivated,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,,,It's better for me financially,,,,,Flexibility to live where I choose,Yes,Yes,,Yes,,Yes,My work hours,,,More video calls,,,,I’m working less,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Italy,Travel and Tourism,,Marketing,,Male,,No,,,,,White,,,,Generation Z (born after 1996),3 - 5 years
Brazil,Sao Paulo,Yes - Full-Time,Self-employed/freelancer/independent consultant,I set my own hours,3 - 5 years,Very positive,Office,,1 (just me),Home,Off camera,Introvert,No,,No,,,,,Working across time zones,,,Difficulty focusing,,,Career advancement or growth,,,,Career advancement or growth,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,,,Other - Write In,My own toilet | No stupid coffee machine conversation,Other - Write In,Yes,Yes,Because most of my friend are doing Burnouts and they work in shitty offices. They also struggle to find a good spot to build/buy there home because of commuting alienation (trying to avoid traffic jam ect),No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,IT and Services,,IT/Tech,,Male,,,,,Black or African American,,,,,,Millennial (born 1981 to 1996),6 - 9 years
Brazil,Rio Claro,Yes - Part-Time,Self-employed/freelancer/independent consultant,I set my own hours,Less than a year,Very positive,Bedroom,,1 (just me),Multiple locations,On camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,,,,,,,Career advancement or growth,,,,Career advancement or growth,,,,Flexibility in how I spend my time,I have more time because I don't commute,,,Flexibility in my career options,,,,Flexibility in my career options,Yes,Yes,"It is more comfortable, safer and you don't waste time traveling .",No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Other - Write In,construction,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Brazil,Rio De Janeiro,Yes - Part-Time,Employee (full or part-time),I set my own hours,3 - 5 years,Neutral,Living room,,1 (just me),Multiple locations,Off camera,Ambivert (A mix of an extrovert and an introvert),No,,Yes,Yes,Yes,Positive,,,,,,Working more,,,,,,Working more,,,,,,,,Flexibility in my career options,,,,Flexibility in my career options,Yes,Yes,É uma fonte de renda que te proporciona segurança e crescimento,No,,,,,,,,,,,,,,Fewer than 10,1 - 25%,Remote-first (very close to fully remote),Fully remote,No,Yes,No,,,Based on the achievement of goals,,,,"They don't do this, but I wish they would","They don't do this, but I wish they would","They don't do this, but I wish they would",They do this,They do this,"They don't do this, but I wish they would",They do this,They do this,They do this,,Yes,,Somewhat positive,Yes,,,,,,,No impact,Brazil,"Government, Law and Legal Services",,Other - Write In,Militar,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),3 - 5 years
Brazil,Presidente Prudente,Yes - Full-Time,Self-employed/freelancer/independent consultant,It varies,Less than a year,Neutral,Bedroom,,1 (just me),Home,Off camera,Ambivert (A mix of an extrovert and an introvert),No,,No,,,,,,,,,,,,I don’t have any struggles working remotely,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,Flexibility in my career options,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,Facilidade e melhor gestão de tempo pessoal,Yes,,No,My work hours,How I collaborate and communicate,How I do my work,,,,,I’m working more,Yes,More excited,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,IT and Services,,IT/Tech,,Male,,Yes,,,,,White,,,,Generation Z (born after 1996),Less than a year
United States,Brighton,Yes - Full-Time,Employee (full or part-time),It varies,1 - 2 years,Very positive,Bedroom,,3 or more,Home,On camera,Introvert,No,,No,,,,,Working across time zones,,,,,,,,,,Working across time zones,,,Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,,The ability to better focus in my work,,,It's better for me financially,Yes,Yes,,Yes,Yes,Yes,,,,More video calls,,,,I’m working the same amount,Yes,No impact,No impact,11-100,100%,Remote-first (very close to fully remote),Fully remote,No,Yes,No,,,Based on the achievement of goals,,,,They do this,They do this,They do this,"They don't do this, but I wish they would",They do this,"They don't do this, but I wish they would","They don't do this, but I wish they would",They do this,They do this,,No,Yes,,Yes,,,,,,,Less difficult,United States,Software,,Human Resources,,Female,,No,,,,,White,,,,Millennial (born 1981 to 1996),6 - 9 years
Brazil,Angra Dos Reis,Yes - On occasion,Employee (full or part-time),I set my own hours,Less than a year,Somewhat positive,Bedroom,,1 (just me),Home,Off camera,I’m not sure what these terms mean,No,,No,,,,,,,Staying motivated,Difficulty focusing,,,,,,,Difficulty focusing,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Flexibility to live where I choose,Flexibility in how I spend my time,I have more time because I don't commute,I feel safer,It's better for me financially,Flexibility in my career options,The ability to better focus in my work,,,I feel safer,Yes,No,,No,,,,,,,,,,,,,,Fewer than 10,51 - 75%,Remote-first (very close to fully remote),Fully remote,Yes,Yes,No,Based on attendance or time,Based on completion of projects,Based on the achievement of goals,,,,"They don't do this, but I wish they would","They don't do this, but I wish they would",They do this,Not important,Not important,"They don't do this, but I wish they would",They do this,They do this,They do this,Não,Yes,,Somewhat positive,Yes,,,,,,,Less difficult,Brazil,"Marketing, Media and Publishing",,Marketing,,Male,,No,,,,,,,Prefer not to answer,,Generation Z (born after 1996),Less than a year
Lithuania,Moletai,Yes - Part-Time,Self-employed/freelancer/independent consultant,I set my own hours,3 - 5 years,Somewhat positive,I move around,,1 (just me),Multiple locations,On camera,Introvert,No,,No,,,,,,,,,,,Career advancement or growth,,,,Career advancement or growth,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",,Flexibility in how I spend my time,I have more time because I don't commute,,It's better for me financially,,,,,"Flexibility to choose my work location (home, coffee shop, coworking space, etc.)",Yes,Yes,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Kingdom,Software,,Engineering,,Male,,No,,,,,White,,,,Millennial (born 1981 to 1996),15 years - 19 years
